title,inception,movement,genre,image_url
Landscape On Rügen With Rainbow,1810-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20027.jpg
Seaside moonlight,1818-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Meeresk%C3%BCste%20im%20Mondlicht%2C%201818.jpg
"Ruin of the gate of the monastery to the Holy Cross, Meißen",1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%2C%20Ruine%20der%20Pforte%20des%20Klosters%20zum%20Heiligen%20Kreuz%2C%20Mei%C3%9Fen.jpg
Portrait of an older man,1809-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Friedrich%27s%20Father.jpg
Landscape in the Riesengebirge,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich12.jpg
The Ruins of Eldena,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Die%20Ruine%20des%20Klosters%20Eldena%20%28ca.1824%29.jpg
Landscape of Rügen near Putbus,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20R%C3%BCgenlandschaft%20bei%20Putbus.jpg
"Mountainous River Landscape, morning",1830-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Mountainous%20river%20landscape.jpg
Ruins of Teplitz Castle,1828-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/RuinsofTeplitzCastle1828.jpg
Chalk Cliffs at Ruegen,1825-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Kreidefelsen%20auf%20R%C3%BCgen%20%28ca.1825%29.jpg
Mountains in morning fog,1810-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Gebirge%20im%20Morgennebel%20%28ca.1810%29.jpg
View of Schmiedebergerkamm,1837-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Blick%20auf%20den%20Schmiedebergerkamm.jpg
The Ruins of Eldena,1825-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/RuinsofEldena1825.jpg
View of Greifswald from the east,1818-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/ViewofGreifswaldfromEast1818.jpg
Landscape with Pavilion,1797-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Landscape%20with%20pavilion.jpg
West facade of the Eldena ruins,1806-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20065.jpg
Morning mist in the mountains,1808-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20033.jpg
Winter Landscape with church,1811-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Winterlandschaft%20mit%20Kirche%20%28Dortmund%29.jpg
Winter Landscape with church,1811-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Winterlandschaft%20%28London%29.jpg
Landscape with Oak Trees and a Hunter,1811-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20Landscape%20with%20Oak%20Trees%20and%20a%20Hunter.jpg
Harbor by moonlight,1811-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Hafen%20bei%20Mondschein.jpg
Winter landscape,1811-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Winter%20Landscape%20by%20Caspar%20David%20Friedrich.jpg
Cross in the Mountains,1813-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Kreuz%20im%20Wald.jpg
Fog in the Elbe Valley,1821-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Fog%20in%20the%20Elbe%20Valley%20-%20WGA8261.jpg
Moonrise over the Sea,1821-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Mondaufgang%20%C3%BCber%20dem%20Meer.jpg
Cross in the Mountains,1822-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Kreuz%20im%20Gebirge%20%28Schloss%20Friedenstein%29.jpg
Evening,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Abend%20%28Sonnenuntergang%20hinter%20der%20Dresdener%20Hofkirche%29%2C%201824.jpg
Nightly cloudy sky / Evening,1824-09-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Abendlicher%20Wolkenhimmel%20-%202379%20-%20%C3%96sterreichische%20Galerie%20Belvedere.jpg
Reefs by the Seashore,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Felsenriff%20am%20Meeresstrand%20%281824%29.jpg
Hill and Ploughed Field near Dresden,1825-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Hill%20and%20Ploughed%20Field%20near%20Dresden%20by%20Caspar%20David%20Friedrich.jpg
Graveyard under Snow,1826-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Friedhof%20im%20Schnee%20%28MbK%29.jpg
Oak in the Snow,1827-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Eiche%20im%20Schnee%20-%20Caspar%20David%20Friedrich.jpg
The Evergreens by the Waterfall,1828-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Tannen%20am%20Wasserfall.jpg
Spruce thicket in the snow,1828-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20074.jpg
The Oaktree in the Snow,1829-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Oak%20Tree%20in%20the%20Snow.jpg
Q18602547,1834-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Rast%20bei%20der%20Heuernte.jpg
Forest in late autumn,1835-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Wald%20im%20Sp%C3%A4therbst.jpg
Sea Shore in Moonlight,1835-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/1835%20Friedrich%20Meeresufer%20im%20Mondschein%20anagoria.JPG
Landscape with the Rosenberg in the Bohemian Mountains,1835-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Landscape%20with%20the%20Rosenberg%20in%20the%20Bohemian%20Mountains%20-%20Google%20Art%20Project.jpg
Wolves in the forest in front of a cave,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20W%C3%B6lfe%20im%20Wald%20vor%20einer%20H%C3%B6hle.jpg
Coastal landscape,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20%28Umkreis%29%20-%20Romantische%20K%C3%BCstenlandschaft.jpg
Q18602576,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20Riesengebirgslandschaft.jpg
Snow hill with Ravens,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Schneeh%C3%BCgel%20mit%20Raben.jpg
Q18602579,1835-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Gustav%20Friedrich%20Papperitz%20Alte%20Weide.jpg
Autumn Landscape with a Man Gathering Wood,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20Herbstlandschaft.jpg
Dolmen near Nobbin (evening on the Baltic Sea beach),1819-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Gustav%20Carus%20H%C3%BCnengrab%20bei%20Nobbin.jpg
Caspar David Friedrich,1810-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Anonymous%20-%20Portrait%20of%20Caspar%20David%20Friedrich%20%281810s%29.jpg
Giant Mountains (View of the Small Sturmhaube from Warmbrunn),1810-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Blick%20von%20Warmbrunn%20auf%20die%20Kleine%20Sturmhaube.jpg
Rocky Valley,1813-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Felsenschlucht%20%28Das%20Grab%20des%20Arminius%29.jpg
View of a harbour,1814-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Ansicht%20eines%20Hafens.jpg
Ships at Anchor,1816-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Schiffe%20auf%20Reede%20%28ca.1816-17%29.jpg
Giant Mountains Landscape with Rising Fog,1819-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Riesengebirge%20Landscape%20with%20Rising%20Fog%20-%20WGA8257.jpg
View of the Baltic,1820-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20View%20of%20the%20Baltic%20-%20WGA08260.jpg
The Augustus Bridge in Dresden,1820-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20Augustusbr%C3%BCcke%20in%20Dresden.jpg
Meadows near Greifswald,1821-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20043.jpg
Rocky ravine in the Elbe Sandstone Mountains,1822-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Rocky%20Landscape%20in%20the%20Elbe%20Sandstone%20Mountains%20-%20Caspar%20David%20Friedrich%20-%20Google%20Cultural%20Institute.jpg
Flat Countryside,1822-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Friedrich%20-%20Flat%20Countryside%20%28Isle%20of%20Ruegen%20or%20near%20Greifswald%29.jpg
Northern Sea in the Moonlight,1823-01-01T00:00:00Z,Romanticism,marine art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Northern%20Sea%20in%20the%20Moonlight%20-%20Google%20Art%20Project.jpg
Inside the forest in the moonlight,1823-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Waldinneres%20bei%20Mondschein.jpg
Monastery ruin Eldena,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20051.jpg
Seashore by Moonlight,1825-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Meeresk%C3%BCste%20bei%20Mondschein%201830.jpg
The Cemetery Gate,1825-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Churchyard%20Gate%20by%20Friedrich.jpg
The Rock Gates in Neurathen,1826-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Das%20Neurathener%20Felsentor.jpg
Seapiece by Moonlight,1827-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/See%20in%20the%20moonlight%20by%20Caspar%20David%20Friedrich.jpg
Easter Morning,1828-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Ostermorgen.jpg
Flat country shank at Bay of Greifswald,1830-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20017.jpg
Giant Mountains,1830-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20The%20Riesengebirge%20-%20WGA8285.jpg
Fishing boat between two rocks on the beach of the Baltic Sea,1830-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Fischerboot%20zwischen%20zwei%20Felsen%20am%20Strand%20der%20Ostsee.jpg
Walk at Dusk,1837-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20A%20Walk%20at%20Dusk%20-%20Google%20Art%20Project.jpg
Morning,1816-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/CDFriedrich-Am%20Morgen%20ausfahrende%20Boote.jpg
Cloud study,1798-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20%28zugeschr%29%20-%20Wolkenstudie.jpg
Landscape with bridge,1800-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Landschaft%20mit%20Br%C3%BCcke.jpg
Hut with a well on Rügen,1802-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20H%C3%BCtte%20mit%20Ziehbrunnen%20auf%20R%C3%BCgen%2C%20ca.1802.jpg
San Bernardino of Siena preaching before Alfonso V of Aragon,1780-01-01T00:00:00Z,Romanticism,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Bernardino%20de%20Siena%20%28Goya%29.jpg
Mountain Landscape with Rainbow,1809-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20020.jpg
Dedham Lock and Mill,1820-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Constable%20023.jpg
The Blue Boy,1770-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Thomas%20Gainsborough%20-%20The%20Blue%20Boy%20%28c.%201770%29.jpg
The Death of the Picador,1793-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/La%20muerte%20del%20picador.jpg
Three Persons Viewing the Gladiator by Candlelight,1765-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Three%20Persons%20Viewing%20the%20Gladiator%20by%20Candlelight.jpg
The Monk by the Sea,1800-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Der%20M%C3%B6nch%20am%20Meer%20-%20Google%20Art%20Project.jpg
Babylonian Captivity,http://www.wikidata.org/.well-known/genid/004b581bef90991995be1a817c7c3864,Romanticism,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Palais%20Bourbon%2C%20Malerei%20in%20der%20Kuppel%20der%20Theologie%2C%20Szene-%20Babylonische%20Gefangenschaft%20%28Eug%C3%A8ne%20Delacroix%29.jpg
Altarpiece Tetschen,1807-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Das%20Kreuz%20im%20Gebirge.jpg
Charles IV of Spain and His Family,1802-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/La%20familia%20de%20Carlos%20IV%2C%20por%20Francisco%20de%20Goya.jpg
Asmodea,1819-01-01T00:00:00Z,Romanticism,religious art,http://commons.wikimedia.org/wiki/Special:FilePath/Vision%20fant%C3%A1stica%20o%20Asmodea%20%28Goya%29.jpg
The Third of May 1808,1814-01-01T00:00:00Z,Romanticism,history painting,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%20y%20Lucientes%20-%20Los%20fusilamientos%20del%20tres%20de%20mayo%20-%201814.jpg
Death of Sardanapalus,1827-01-01T00:00:00Z,Romanticism,history painting,http://commons.wikimedia.org/wiki/Special:FilePath/Delacroix%20-%20La%20Mort%20de%20Sardanapale%20%281827%29.jpg
Saturn Devouring His Son,1820-01-01T00:00:00Z,Romanticism,mythological painting,http://commons.wikimedia.org/wiki/Special:FilePath/Francisco%20de%20Goya%2C%20Saturno%20devorando%20a%20su%20hijo%20%281819-1823%29.jpg
An Experiment on a Bird in the Air Pump,1768-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/An%20Experiment%20on%20a%20Bird%20in%20an%20Air%20Pump%20by%20Joseph%20Wright%20of%20Derby%2C%201768.jpg
The Watzmann,1824-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20The%20Watzmann%20%281824-25%29.jpg
Solitary Tree,1822-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Der%20einsame%20Baum%20-%20Google%20Art%20Project.jpg
The Women of Algiers,1834-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Femmes%20d%27Alger%20dans%20leur%20appartement%2C%20Eug%C3%A8ne%20Delacroix%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203824%20-%20Q1212737.jpg
The Hülsenbeck children,1800-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Otto%20Runge%20003.jpg
The life stages,1834-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20013.jpg
The Coronation of Napoleon,1808-11-01T00:00:00Z,Romanticism,history painting,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20The%20Coronation%20of%20Napoleon%20%281805-1807%29.jpg
Moonrise over the Sea,1822-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Mondaufgang%20am%20Meer%20-%20Google%20Art%20Project.jpg
View of a harbour,1818-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/C.%20D.%20Friedrich%20-%20Greifswald%20Harbour.jpg
Portrait of Doña Isabel de Porcel,1805-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Do%C3%B1a%20Isabel%20de%20Porcel%20by%20Francisco%20Goya.jpg
Morning in the Riesengebirge,1810-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%2C%20Morgen%20im%20Riesengebirge.jpg
Cairn in Snow,1807-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Cairn%20in%20Snow%20-%20Google%20Art%20Project.jpg
In the Summer,1868-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Auguste%20Renoir%20-%20En%20%C3%A9t%C3%A9%20-%20La%20boh%C3%A9mienne%20-%20Google%20Art%20Project.jpg
Das Auge des Gesetzes (Justitia),1857-01-01T00:00:00Z,Romanticism,satire,http://commons.wikimedia.org/wiki/Special:FilePath/Carl%20Spitzweg%20-%20Das%20Auge%20des%20Gesetzes%20%28Justitia%29%20-%201857.jpg
Chalk Cliffs at Ruegen,1818-01-01T00:00:00Z,Romanticism,landscape art,http://commons.wikimedia.org/wiki/Special:FilePath/Caspar%20David%20Friedrich%20-%20Kreidefelsen%20auf%20R%C3%BCgen%20%28Museum%20Oskar%20Reinhart%29.jpg
The Skating Minister,1795-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Skating%20Minister.jpg
The Skating Minister,1795-01-01T00:00:00Z,Romanticism,portrait,http://commons.wikimedia.org/wiki/Special:FilePath/Sir%20Henry%20Raeburn%20-%20Reverend%20Robert%20Walker%20%281755%20-%201808%29%20Skating%20on%20Duddingston%20Loch%20-%20NG%202112%20-%20National%20Galleries%20of%20Scotland.jpg
The Ancient of Days,1794-01-01T00:00:00Z,Romanticism,mythological painting,http://commons.wikimedia.org/wiki/Special:FilePath/Europe%20a%20Prophecy%20copy%20K%20plate%2001.jpg
The Barque of Dante,1822-01-01T00:00:00Z,Romanticism,genre art,http://commons.wikimedia.org/wiki/Special:FilePath/Eug%C3%A8ne%20Delacroix%20-%20The%20Barque%20of%20Dante.jpg
